Booking ID,Date of Booking,Time,Customer ID,Gender,Age,Origin Country,State,Location,Destination Country,Destination City,No. Of People,Check-in date,No of Days,Check-Out Date,Rooms,Hotel Name,Hotel Rating,Payment Mode,Bank Name,Booking Price[SGD],Discount,GST,Profit Margin
DDID00882,3/6/2010,0:45:16,ID00135,Male,38,Indonesia,Surabaya,East Java,Israel,Ashdod,6,3/14/2010,1,3/15/2010,3,Zzz Motel,4.5,Credit Card,EZ-Link,357,10%,0.07,0.17
DDID00883,3/6/2010,21:20:21,ID00136,Female,54,Indonesia,Bandar Lampung,Lampung,India,Jaipur,4,4/23/2010,3,4/26/2010,2,Primland,4.4,Internet Banking,United Overseas Bank (UOB),161,4%,0.07,0.1
DDTH00884,3/6/2010,8:12:57,TH00176,Male,38,Thailand,Chiang Rai,Chiang Rai,Japan,Tokyo,2,6/10/2010,3,6/13/2010,1,The Hay-Adams,4.2,Debit Card,United Overseas Bank (UOB),254,6%,0.07,0.13
DDKH00885,3/6/2010,4:56:22,KH00076,Male,27,Cambodia,Ta Sal,Kampong Speu,Maldives,Viligili,3,3/11/2010,3,3/14/2010,2,Blooming Bed And Breakfast,4.6,COD,HSBC,291,21%,0.07,0.16
DDSG00886,3/6/2010,7:34:50,SG00167,Female,40,Singapore,West,Bukit Panjang,Nepal,Biratnagar,5,4/19/2010,1,4/20/2010,3,Everland Wish,4.3,Internet Banking,DBS Paylah,243,7%,0.07,0.25
DDSG00887,3/6/2010,4:31:17,SG00168,Male,23,Singapore,North,Woodlands,Iceland,Arborg,4,5/15/2010,3,5/18/2010,2,Land’s End Resort,4.6,Wallet,Cash,333,7%,0.07,0.14
DDSG00888,3/7/2010,0:44:40,SG00169,Male,37,Singapore,West,Western Water Catchment,China,Shanghai,6,3/27/2010,7,4/3/2010,3,The Upscale Inn,4.2,COD,EZ-Link,312,7%,0.07,0.24
DDPH00889,3/7/2010,12:41:44,PH00088,Male,28,Philippines,Tarlac,Tarlac City,Colombia,Pereira,1,3/8/2010,1,3/9/2010,1,Elite Peak,3.8,COD,United Overseas Bank (UOB),98,21%,0.07,0.25
DDMY00890,3/7/2010,9:13:15,MY00173,Female,36,Malaysia,Perak,Ipoh,Germany,Stuttgart,3,5/17/2010,1,5/18/2010,2,The Gritti Palace,3.8,Credit Card,United Overseas Bank (UOB),99,1%,0.07,0.22
DDPH00891,3/7/2010,19:48:15,PH00089,Female,44,Philippines,Cebu,Mandaue,Iceland,Kopavogur,1,3/21/2010,2,3/23/2010,1,Land’s End Resort,4.6,COD,EZ-Link,219,2%,0.07,0.16
DDPH00892,3/7/2010,17:25:15,PH00090,Female,27,Philippines,Bulacan,Meycauayan,Kenya,Eldoret,7,5/30/2010,8,6/7/2010,4,Coast Hotels,4.3,Credit Card,EZ-Link,142,23%,0.07,0.14
DDSG00893,3/7/2010,23:04:56,SG00170,Female,22,Singapore,Central,Bukit Merah,New Zealand,Tauranga,2,3/8/2010,1,3/9/2010,1,Hotel Happy springs,4.2,Debit Card,Grab,430,13%,0.07,0.2
DDKH00894,3/7/2010,15:07:55,KH00077,Male,30,Cambodia,Thma Pun,Kampong Cham,Mexico,Mexico City,2,3/8/2010,5,3/13/2010,1,Hotel deLuxe,3.7,Debit Card,CITI Bank,80,17%,0.07,0.3
DDTH00895,3/7/2010,19:28:39,TH00177,Male,57,Thailand,Nakhon Pathom,Nakhon Pathom,Iceland,Mosfellsbaer,6,3/14/2010,7,3/21/2010,3,Silver Sun Bed And Breakfast,4.2,Wallet,DBS Bank,146,4%,0.07,0.25
DDID00896,3/7/2010,3:47:33,ID00137,Male,48,Indonesia,Pogar,East Java,Nepal,Pokhara,1,3/13/2010,1,3/14/2010,1,Seacoast Hotel,4.6,Debit Card,United Overseas Bank (UOB),222,22%,0.07,0.14
DDMY00897,3/7/2010,15:21:50,MY00174,Male,19,Malaysia,Terengganu,Kuala Terengganu,Japan,Osaka,1,3/17/2010,3,3/20/2010,1,The Congress Plaza Hotel,4.6,Credit Card,Grab,222,5%,0.07,0.14
DDSG00898,3/7/2010,19:21:22,SG00171,Male,30,Singapore,Central,Newton,France,Rennes,7,5/12/2010,1,5/13/2010,4,Urban Boutique Hotel,4.5,Wallet,Bank of Singapore (BOS),357,17%,0.07,0.17
DDVN00899,3/7/2010,3:51:17,VN00073,Female,22,Vietnam,Da Lat,Lam Dong,Mexico,Leon,6,3/8/2010,16,3/24/2010,3,Royal Villa Hotel,4.3,Credit Card,United Overseas Bank (UOB),155,11%,0.07,0.24
DDID00900,3/7/2010,21:50:03,ID00138,Male,54,Indonesia,Kenyam,Papua,Mexico,Tijuana,4,3/15/2010,8,3/23/2010,2,South Shore Resort,3.8,COD,EZ-Link,93,12%,0.07,0.22
DDVN00901,3/7/2010,15:06:21,VN00074,Female,57,Vietnam,Da Lat,Lam Dong,Colombia,Pereira,2,3/28/2010,3,3/31/2010,1,Fun Palace Hotels,4.3,Debit Card,HSBC,142,23%,0.07,0.14
DDMY00902,3/7/2010,18:07:01,MY00175,Female,58,Malaysia,Melaka,Melaka,Iceland,Akureyri,2,4/29/2010,9,5/8/2010,1,Jade Bay Resort,4.2,Internet Banking,EZ-Link,98,11%,0.07,0.19
DDMY00903,3/7/2010,3:24:37,MY00176,Male,31,Malaysia,Selangor,Shah Alam,Colombia,Monteria,3,4/3/2010,2,4/5/2010,2,Aman Resorts,4.3,COD,EZ-Link,125,22%,0.07,0.2
DDVN00904,3/7/2010,23:17:21,VN00075,Female,44,Vietnam,Tam Ky,Quang Nam,Ireland,Dublin,4,3/23/2010,2,3/25/2010,2,Mofo Cuzzi Inn,4.7,Internet Banking,Bank of Singapore (BOS),309,5%,0.07,0.25
DDMY00905,3/8/2010,21:30:15,MY00177,Male,32,Malaysia,Sarawak,Kuching,Kenya,Nakaru,4,3/18/2010,1,3/19/2010,2,Heritage Inn,4.5,Credit Card,Grab,328,0%,0.07,0.2
DDID00906,3/8/2010,11:11:55,ID00139,Female,42,Indonesia,Meulaboh,Aceh,Colombia,Medellin,5,3/9/2010,1,3/10/2010,3,Blooming Bed And Breakfast,4.1,Wallet,EZ-Link,162,8%,0.07,0.13
DDKH00907,3/8/2010,9:27:21,KH00078,Female,37,Cambodia,Krang Yov,Kandal,Iceland,Arborg,5,3/9/2010,1,3/10/2010,3,Tropicana,4.6,Internet Banking,CITI Bank,371,13%,0.07,0.18
DDTH00908,3/8/2010,14:31:34,TH00178,Female,29,Thailand,Pathum Thani,Rangsit,Germany,Munich,2,3/9/2010,2,3/11/2010,1,Firefly,4.7,Credit Card,DBS Paylah,309,16%,0.07,0.25
DDMY00909,3/8/2010,18:34:06,MY00178,Male,56,Malaysia,Terengganu,Kuala Terengganu,Italy,Turin,7,4/14/2010,3,4/17/2010,4,Water Vibe Resorts,4.2,Credit Card,United Overseas Bank (UOB),430,9%,0.07,0.2
DDSG00910,3/8/2010,22:21:52,SG00172,Male,57,Singapore,West,Choa Chu Kang,Germany,Essen,3,4/15/2010,1,4/16/2010,2,Sea Sights Resorts,4.5,Wallet,United Overseas Bank (UOB),357,20%,0.07,0.17
DDPH00911,3/8/2010,14:25:11,PH00091,Male,40,Philippines,Leyte,Tacloban,Iceland,Akureyri,3,4/20/2010,1,4/21/2010,2,A Touch of Heaven Hotel,4.5,Internet Banking,DBS Paylah,136,10%,0.07,0.13
DDID00912,3/8/2010,15:12:29,ID00140,Female,54,Indonesia,Tomang,Jakarta,Egypt,Port Said,7,6/7/2010,9,6/16/2010,4,Holiday Hotel,4.3,Credit Card,Grab,198,21%,0.07,0.23
DDSG00913,3/8/2010,6:35:34,SG00173,Female,23,Singapore,Central,Bishan,Germany,Berlin,3,4/18/2010,2,4/20/2010,2,Shilo Inns Rose Garden,4.5,COD,DBS Bank,338,15%,0.07,0.2
DDTH00914,3/8/2010,11:04:53,TH00179,Female,32,Thailand,Tak,Mae Sot,Japan,Nagoya,1,6/11/2010,1,6/12/2010,1,Grant Plaza Hotel,4.6,Internet Banking,Cash,219,13%,0.07,0.16
DDSG00915,3/8/2010,0:00:41,SG00174,Female,44,Singapore,West,Western Water Catchment,China,Gaunde,7,4/30/2010,3,5/3/2010,4,Hotel Grizzly,4.6,Internet Banking,Bank of Singapore (BOS),222,22%,0.07,0.14
DDMY00916,3/8/2010,18:46:30,MY00179,Female,57,Malaysia,Sarawak,Kuching,Italy,Rome,2,3/27/2010,1,3/28/2010,1,Treebones Resort,4.1,Credit Card,Cash,133,21%,0.07,0.16
DDTH00917,3/8/2010,9:20:57,TH00180,Female,25,Thailand,Phuket,Phuket,Denmark,Odense,1,3/18/2010,6,3/24/2010,1,Ett Hem,4.4,Wallet,EZ-Link,173,17%,0.07,0.22
DDID00918,3/8/2010,19:11:12,ID00141,Male,56,Indonesia,Kaliabang,West Java,India,Mumbai,4,3/11/2010,2,3/13/2010,2,Park South Hotel,4.3,Debit Card,DBS Bank,198,13%,0.07,0.23
DDSG00919,3/9/2010,21:19:08,SG00175,Female,19,Singapore,North,Central Water Catchment,India,Jaipur,3,3/15/2010,4,3/19/2010,2,The Avenida Hotel,4.1,Internet Banking,CITI Bank,152,14%,0.07,0.13
DDSG00920,3/9/2010,15:13:07,SG00176,Female,32,Singapore,West,Western Water Catchment,France,Lille,2,3/23/2010,1,3/24/2010,1,Magical Motel,4.1,Credit Card,DBS Paylah,122,17%,0.07,0.22
DDID00921,3/9/2010,9:39:49,ID00142,Male,28,Indonesia,Bekasi,West Java,Iceland,Akureyri,5,6/1/2010,1,6/2/2010,3,The Kahala Hotel,4.3,Internet Banking,Grab,142,6%,0.07,0.14
DDTH00922,3/9/2010,21:56:25,TH00181,Female,19,Thailand,Bangkok,Bangkok,India,Chandigarh,5,5/10/2010,7,5/17/2010,3,The Sebastian Vail,3.7,Wallet,CITI Bank,80,24%,0.07,0.3
DDVN00923,3/9/2010,22:43:21,VN00076,Male,42,Vietnam,Ho Chi Minh,Ho Chi Minh,Iran,Tehran,3,3/10/2010,2,3/12/2010,2,Grand Hotel,4.2,Wallet,HSBC,98,16%,0.07,0.19
DDPH00924,3/9/2010,9:37:22,PH00092,Female,38,Philippines,Sultan Kudarat,Tacurong,France,Rennes,2,5/8/2010,12,5/20/2010,1,Starlight Motel,3.7,Credit Card,EZ-Link,80,2%,0.07,0.3
DDPH00925,3/9/2010,0:17:53,PH00093,Male,38,Philippines,Iloilo,Passi,India,Chandigarh,5,3/15/2010,1,3/16/2010,3,Town and Country,3.8,Credit Card,DBS Bank,93,3%,0.07,0.22
DDTH00926,3/10/2010,16:43:09,TH00182,Male,41,Thailand,Songkhla,Hat Yai,Kenya,Thika,1,5/30/2010,1,5/31/2010,1,Aloft,4.6,COD,EZ-Link,322,7%,0.07,0.1
DDMY00927,3/10/2010,1:43:24,MY00180,Male,21,Malaysia,Perak,Ipoh,Maldives,Fuvahmulah,1,3/17/2010,7,3/24/2010,1,Cape Grace,4.6,Internet Banking,Cash,303,3%,0.07,0.17
DDMY00928,3/10/2010,0:41:30,MY00181,Male,24,Malaysia,Selangor,Petaling Jaya,China,Shanghai,4,3/23/2010,1,3/24/2010,2,Secret Mirage,4.4,COD,United Overseas Bank (UOB),97,6%,0.07,0.13
DDID00929,3/10/2010,19:24:13,ID00143,Male,32,Indonesia,Tigi,Papua,Ireland,Dublin,5,5/12/2010,9,5/21/2010,3,Residence Inn,3.8,Wallet,United Overseas Bank (UOB),93,20%,0.07,0.22
DDSG00930,3/10/2010,19:49:11,SG00177,Male,51,Singapore,East,Changi Bay,Israel,Ashdod,5,3/30/2010,1,3/31/2010,3,Big Dreams Hotel,4.1,Credit Card,United Overseas Bank (UOB),133,1%,0.07,0.16
DDTH00931,3/10/2010,1:33:20,TH00183,Female,40,Thailand,Phitsanulok,Phitsanulok,Mexico,Ecatepec,1,5/10/2010,3,5/13/2010,1,Royal Galaxy,3.8,COD,Bank of Singapore (BOS),98,7%,0.07,0.25
DDVN00932,3/10/2010,9:20:37,VN00077,Female,44,Vietnam,My An,Binh Dinh,China,Gaunde,1,3/18/2010,7,3/25/2010,1,Four Points,4.3,COD,Cash,198,1%,0.07,0.23
DDTH00933,3/10/2010,19:48:09,TH00184,Female,52,Thailand,Surat Thani,Surat Thani,Japan,Osaka,3,5/8/2010,2,5/10/2010,2,Double B On The Beach,4.4,Debit Card,Cash,251,20%,0.07,0.14
DDTH00934,3/10/2010,21:35:21,TH00185,Male,43,Thailand,Chonburi,Laem Chabang,Iceland,Mosfellsbaer,1,3/11/2010,1,3/12/2010,1,Sunny Canopy,4.6,Credit Card,EZ-Link,449,14%,0.07,0.1
DDID00935,3/10/2010,21:52:41,ID00144,Male,33,Indonesia,Genteng,East Java,Colombia,Bogota,6,3/11/2010,3,3/14/2010,3,White Dove Hotels,3.7,Debit Card,DBS Bank,80,8%,0.07,0.3
DDMY00936,3/10/2010,5:14:54,MY00182,Female,34,Malaysia,Sarawak,Miri,Maldives,Viligili,7,3/11/2010,4,3/15/2010,4,Tower Hotel,4.6,Credit Card,EZ-Link,222,7%,0.07,0.14
DDSG00937,3/10/2010,16:58:17,SG00178,Male,45,Singapore,Central,Marina East,Italy,Rome,1,3/30/2010,1,3/31/2010,1,The Houstonian Hotel,4.2,Internet Banking,CITI Bank,254,4%,0.07,0.13
DDID00938,3/11/2010,6:05:35,ID00145,Male,25,Indonesia,Tiom,Papua,Germany,Munich,7,5/28/2010,2,5/30/2010,4,Hotel Vitale,4.4,Credit Card,Bank of Singapore (BOS),281,20%,0.07,0.22
DDPH00939,3/11/2010,4:45:46,PH00094,Female,40,Philippines,Tarlac,Tarlac City,Egypt,Cairo,6,5/10/2010,4,5/14/2010,3,Vintage Village Motel,4.2,Debit Card,Cash,244,10%,0.07,0.13
DDTH00940,3/11/2010,4:37:15,TH00186,Male,19,Thailand,Chonburi,Laem Chabang,China,Beijing,7,3/31/2010,1,4/1/2010,4,Paramount Hotel,3.8,COD,Grab,93,8%,0.07,0.22
DDTH00941,3/11/2010,15:28:28,TH00187,Male,55,Thailand,Samut Prakan,Samut Prakan,China,Hong Kong,4,6/10/2010,3,6/13/2010,2,Invitation Inn,4.2,Debit Card,DBS Paylah,165,16%,0.07,0.23
DDSG00942,3/11/2010,2:03:17,SG00179,Female,51,Singapore,Central,Southern Islands,Iceland,Reykjavik,1,6/13/2010,6,6/19/2010,1,Moonlight,4.5,Wallet,CITI Bank,357,21%,0.07,0.17
DDTH00943,3/11/2010,15:00:02,TH00188,Female,53,Thailand,Nonthaburi,Pak Kret,New Zealand,Hamilton,6,3/12/2010,1,3/13/2010,3,Joy Hunch Inn,4.4,Wallet,CITI Bank,251,7%,0.07,0.14
DDTH00944,3/11/2010,9:49:08,TH00189,Male,33,Thailand,Nakhon Pathom,Nakhon Pathom,Ireland,Waterford,2,3/12/2010,4,3/16/2010,1,Gaslamp Quarter Hotel,4.3,COD,Grab,162,15%,0.07,0.2
DDTH00945,3/11/2010,12:29:52,TH00190,Female,37,Thailand,Phitsanulok,Phitsanulok,Japan,Osaka,7,3/12/2010,2,3/14/2010,4,Newhouse Hotel,4.3,Internet Banking,Bank of Singapore (BOS),142,6%,0.07,0.14
DDMY00946,3/11/2010,22:09:17,MY00183,Male,31,Malaysia,Sarawak,Miri,Mexico,Leon,7,3/14/2010,1,3/15/2010,4,Antique Palms Resort,3.8,Wallet,Cash,93,7%,0.07,0.22
DDTH00947,3/11/2010,19:53:38,TH00191,Female,50,Thailand,Chiang Rai,Chiang Rai,Canada,Ottawa,7,3/21/2010,2,3/23/2010,4,Red Velvet Hotel,4.6,Internet Banking,Bank of Singapore (BOS),333,0%,0.07,0.14
DDPH00948,3/11/2010,16:43:04,PH00095,Female,29,Philippines,Masbate,Masbate City,Kenya,Eldoret,2,4/18/2010,1,4/19/2010,1,Jupiter Guests,4.6,Wallet,Cash,107,6%,0.07,0.1
DDMY00949,3/11/2010,9:06:32,MY00184,Female,36,Malaysia,Johor,Iskandar Puteri,New Zealand,Tauranga,5,5/29/2010,1,5/30/2010,3,Home Sweet Hotel,4.1,Internet Banking,EZ-Link,133,23%,0.07,0.16
DDTH00950,3/11/2010,0:56:11,TH00192,Female,36,Thailand,Chiang Rai,Chiang Rai,Israel,Jerusalem,4,5/5/2010,4,5/9/2010,2,The Greet Team,4.2,Debit Card,DBS Bank,98,16%,0.07,0.19
DDSG00951,3/12/2010,3:21:17,SG00180,Male,50,Singapore,East,Changi,Nepal,Patan,6,3/21/2010,2,3/23/2010,3,Ramada Hollywood,4.6,Debit Card,HSBC,204,13%,0.07,0.1
DDID00952,3/12/2010,13:02:04,ID00146,Male,36,Indonesia,Bandar Lampung,Lampung,India,Jaipur,3,3/13/2010,3,3/16/2010,2,Embassy Suites,4.6,Internet Banking,DBS Paylah,313,11%,0.07,0.17
DDVN00953,3/12/2010,4:26:27,VN00078,Female,36,Vietnam,Tuy Phong,Binh Thuan,Denmark,Aalborg,1,3/13/2010,3,3/16/2010,1,Ace Hotel,4.4,Internet Banking,United Overseas Bank (UOB),223,12%,0.07,0.24
DDKH00954,3/12/2010,3:58:57,KH00079,Female,36,Cambodia,Kandal,Kandal,Canada,Hamilton,1,4/1/2010,3,4/4/2010,1,Fountainhead Reserve,4.5,COD,United Overseas Bank (UOB),338,8%,0.07,0.2
DDTH00955,3/12/2010,22:48:37,TH00193,Female,40,Thailand,Phuket,Phuket,Iceland,Akranes,5,4/26/2010,7,5/3/2010,3,River Park Hotel,4.3,Debit Card,Cash,142,4%,0.07,0.14
DDMY00956,3/12/2010,13:59:54,MY00185,Female,49,Malaysia,Sarawak,Miri,Ireland,Tallaght,2,4/14/2010,7,4/21/2010,1,Mofo Cuzzi Inn,4.5,Wallet,Cash,136,5%,0.07,0.13
DDKH00957,3/12/2010,21:43:27,KH00080,Female,23,Cambodia,Chakrei,Battambang,Canada,Montreal,7,4/5/2010,3,4/8/2010,4,Primal Vista Motel,4.5,Wallet,Cash,329,3%,0.07,0.14
DDMY00958,3/12/2010,21:24:49,MY00186,Male,24,Malaysia,Penang,Seberang Perai,Nepal,Patan,4,3/30/2010,2,4/1/2010,2,Blissview Hotel,4.6,Debit Card,United Overseas Bank (UOB),219,13%,0.07,0.16
DDVN00959,3/12/2010,11:18:31,VN00079,Male,46,Vietnam,Thai Nguyen,Thai Nguyen,Brazil,Fortaleza,4,4/20/2010,7,4/27/2010,2,AC Hotel,4.4,Credit Card,DBS Bank,173,6%,0.07,0.22
DDPH00960,3/12/2010,17:35:41,PH00096,Male,20,Philippines,Cagayan,Tuguegarao,Colombia,Bogota,6,4/23/2010,4,4/27/2010,3,The Beach Cottages,4.5,Internet Banking,Bank of Singapore (BOS),357,6%,0.07,0.17
DDTH00961,3/12/2010,5:19:00,TH00194,Male,39,Thailand,Songkhla,Songkhla,Israel,Haifa,7,3/31/2010,4,4/4/2010,4,Wonder Hill Inn,4.5,Internet Banking,CITI Bank,214,10%,0.07,0.22
DDSG00962,3/12/2010,11:45:53,SG00181,Female,58,Singapore,Central,Singapore River,Iceland,Arborg,1,4/5/2010,3,4/8/2010,1,Parallel Tower,4.5,Debit Card,DBS Bank,136,4%,0.07,0.13
DDVN00963,3/13/2010,9:38:55,VN00080,Female,27,Vietnam,Da Nang,Da Nang,Maldives,Eydhafushi,2,3/15/2010,1,3/16/2010,1,Heritage Inn,4.2,Wallet,Bank of Singapore (BOS),98,7%,0.07,0.19
DDMY00964,3/13/2010,16:01:59,MY00187,Male,33,Malaysia,Kedah,Alor Setar,Denmark,Greve,4,6/21/2010,3,6/24/2010,2,Runaway Inn,4.6,Internet Banking,United Overseas Bank (UOB),222,11%,0.07,0.14
DDPH00965,3/13/2010,0:15:01,PH00097,Female,30,Philippines,Cavite,General Trias,China,Fuyang,3,5/18/2010,1,5/19/2010,2,Grand & Epic,4.4,Internet Banking,United Overseas Bank (UOB),251,19%,0.07,0.14
DDKH00966,3/13/2010,8:59:30,KH00081,Male,57,Cambodia,Thma Bang,Koh Kong,Israel,Jerusalem,5,3/18/2010,1,3/19/2010,3,The Maxwell,4.2,Internet Banking,DBS Paylah,430,10%,0.07,0.2
DDMY00967,3/13/2010,13:41:10,MY00188,Female,54,Malaysia,Selangor,Shah Alam,Israel,Beersheba,3,3/14/2010,4,3/18/2010,2,Club Quarters,3.9,Internet Banking,Grab,116,13%,0.07,0.3
DDID00968,3/13/2010,11:09:36,ID00147,Female,20,Indonesia,Soreang,West Java,Italy,Milan,7,6/13/2010,6,6/19/2010,4,Comfort Inn,4.4,Credit Card,EZ-Link,97,11%,0.07,0.13
DDKH00969,3/13/2010,20:03:14,KH00082,Male,40,Cambodia,Chamkar Leu,Kampong Cham,Iceland,Kopavogur,5,3/14/2010,2,3/16/2010,3,Etiquette Suites,4.3,Credit Card,DBS Bank,142,6%,0.07,0.14
DDSG00970,3/13/2010,5:59:47,SG00182,Male,35,Singapore,Central,Rochor,Canada,Calgary,3,5/25/2010,1,5/26/2010,2,Thompson,4.5,Internet Banking,DBS Paylah,136,25%,0.07,0.13
DDSG00971,3/13/2010,7:45:41,SG00183,Female,48,Singapore,Central,Kallang,Colombia,Bello,3,3/16/2010,1,3/17/2010,2,Peaceful Mornings,4.4,Internet Banking,EZ-Link,251,2%,0.07,0.14
DDMY00972,3/14/2010,22:22:21,MY00189,Female,19,Malaysia,Johor,Johor Bahru,Mexico,Puebla City,3,3/30/2010,4,4/3/2010,2,The James New York,3.8,Wallet,Grab,89,11%,0.07,0.22
DDID00973,3/14/2010,22:32:47,ID00148,Male,33,Indonesia,Karet,Jakarta,Iran,Tehran,2,3/24/2010,1,3/25/2010,1,Quaint Motel,4.3,Internet Banking,Cash,233,19%,0.07,0.25
DDID00974,3/14/2010,18:45:54,ID00149,Female,47,Indonesia,Pulau Punjung,West Sumatra,New Zealand,Manukau,5,5/20/2010,1,5/21/2010,3,Noble Avenue B&B,4.5,Debit Card,CITI Bank,204,8%,0.07,0.22
DDKH00975,3/14/2010,18:25:07,KH00083,Male,50,Cambodia,Kampong Os,Kandal,Ireland,Dublin,7,6/22/2010,1,6/23/2010,4,Rose Petals Inn,4.3,Credit Card,CITI Bank,158,14%,0.07,0.24
DDID00976,3/14/2010,13:31:21,ID00150,Female,33,Indonesia,South Jakarta,Jakarta,Nepal,Biratnagar,2,6/17/2010,2,6/19/2010,1,Brownstone Hotel,4.3,Internet Banking,DBS Paylah,155,12%,0.07,0.24
DDSG00977,3/14/2010,10:29:19,SG00184,Female,23,Singapore,West,Bukit Panjang,China,Gaunde,5,5/8/2010,8,5/16/2010,3,Moxy,4.6,COD,Bank of Singapore (BOS),316,22%,0.07,0.21
DDID00978,3/14/2010,1:38:14,ID00151,Male,32,Indonesia,Kemang,Jakarta,Colombia,Soacha,3,4/11/2010,2,4/13/2010,2,Golden Gate B&B,4.2,COD,United Overseas Bank (UOB),98,10%,0.07,0.19
DDTH00979,3/14/2010,19:32:59,TH00195,Female,52,Thailand,Tak,Mae Sot,Ireland,Tallaght,5,3/16/2010,5,3/21/2010,3,The Corner Motel,4.6,Wallet,Cash,219,13%,0.07,0.16
DDVN00980,3/14/2010,7:56:43,VN00081,Female,19,Vietnam,Qui Nhon,Binh Dinh,Nepal,Kathmandu,3,3/29/2010,1,3/30/2010,2,Bourbon Bliss,4.4,COD,DBS Paylah,173,22%,0.07,0.22
DDTH00981,3/14/2010,3:30:19,TH00196,Male,33,Thailand,Nakhon Sawan,Nakhon Sawan,Canada,Montreal,4,3/20/2010,1,3/21/2010,2,Triple Creek Ranch,3.7,COD,HSBC,80,10%,0.07,0.3
DDSG00982,3/14/2010,8:25:59,SG00185,Female,25,Singapore,North-East,Hougang,Colombia,Bello,5,3/22/2010,4,3/26/2010,3,La Quinta Inn,4.1,COD,Cash,132,11%,0.07,0.22
DDID00983,3/14/2010,5:23:55,ID00152,Male,20,Indonesia,Kenyam,Papua,Denmark,Odense,7,4/15/2010,1,4/16/2010,4,Red Velvet Hotel,4.4,COD,HSBC,291,8%,0.07,0.22
DDID00984,3/14/2010,20:09:00,ID00153,Female,47,Indonesia,Sidoarjo,East Java,India,Jaipur,5,6/13/2010,3,6/16/2010,3,The Goring,4.1,Internet Banking,DBS Paylah,131,6%,0.07,0.22
DDMY00985,3/14/2010,9:45:47,MY00190,Female,48,Malaysia,Terengganu,Kuala Terengganu,Iran,Gilan,2,4/2/2010,1,4/3/2010,1,The Enchanted Garden,3.8,Debit Card,HSBC,93,23%,0.07,0.22
DDKH00986,3/14/2010,13:06:02,KH00084,Female,55,Cambodia,Bakan,Pursat,Denmark,Kolding,5,3/15/2010,7,3/22/2010,3,Quality Hotels,4.2,Wallet,HSBC,312,24%,0.07,0.24
DDMY00987,3/15/2010,23:00:00,MY00191,Female,46,Malaysia,Kedah,Alor Setar,China,Shanghai,5,4/20/2010,8,4/28/2010,3,Peaceful Mornings,4.2,COD,United Overseas Bank (UOB),146,9%,0.07,0.25
DDKH00988,3/15/2010,19:50:23,KH00085,Male,20,Cambodia,Doun Kaev,Takeo,Canada,Hamilton,3,5/8/2010,2,5/10/2010,2,Lustrio Inn,4.7,Credit Card,DBS Bank,309,5%,0.07,0.25
DDPH00989,3/15/2010,15:23:54,PH00098,Male,19,Philippines,Isabela,Ilagan,France,Lyon,7,3/16/2010,7,3/23/2010,4,Town and Country,4.3,Credit Card,HSBC,243,16%,0.07,0.25
DDID00990,3/15/2010,13:26:53,ID00154,Female,38,Indonesia,Rangkiling,Jambi,New Zealand,Manukau,2,3/16/2010,3,3/19/2010,1,Hotel Volga,4.4,Debit Card,Grab,97,25%,0.07,0.13
DDTH00991,3/15/2010,20:23:10,TH00197,Male,56,Thailand,Bangkok,Bangkok,Israel,Netanya,7,3/23/2010,2,3/25/2010,4,Noble Avenue B&B,4.2,Debit Card,Grab,154,16%,0.07,0.1
DDTH00992,3/15/2010,7:18:48,TH00198,Male,22,Thailand,Udon Thani,Udon Thani,Iceland,Akureyri,2,4/29/2010,6,5/5/2010,1,Land’s End Resort,3.8,Credit Card,Cash,98,20%,0.07,0.25
DDPH00993,3/15/2010,18:31:39,PH00099,Female,33,Philippines,Iloilo,Passi,Iran,Fars,3,3/16/2010,3,3/19/2010,2,The Sebastian Vail,4.5,Debit Card,Grab,329,6%,0.07,0.14
DDVN00994,3/15/2010,9:56:58,VN00082,Female,38,Vietnam,Hanoi,Hanoi,China,Beijing,6,3/18/2010,1,3/19/2010,3,Country Charm B&B,4.5,Debit Card,Grab,357,8%,0.07,0.17
DDMY00995,3/15/2010,0:50:51,MY00192,Female,48,Malaysia,Terengganu,Kuala Terengganu,Denmark,Randers,6,4/16/2010,3,4/19/2010,3,Hello Home,4.1,Wallet,United Overseas Bank (UOB),133,21%,0.07,0.16
DDID00996,3/15/2010,15:43:17,ID00155,Male,28,Indonesia,Padang,West Sumatra,France,Lille,3,4/20/2010,3,4/23/2010,2,Sunset Plains,4.1,COD,Bank of Singapore (BOS),133,1%,0.07,0.16
DDVN00997,3/16/2010,12:03:04,VN00083,Female,49,Vietnam,Dien Ban,Quang Nam,Ireland,Tallaght,6,5/28/2010,3,5/31/2010,3,Parallel Tower,4.6,Internet Banking,Bank of Singapore (BOS),281,3%,0.07,0.16
DDSG00998,3/16/2010,19:04:29,SG00186,Female,44,Singapore,East,Changi Bay,Iran,Alborz,2,5/12/2010,1,5/13/2010,1,The Cozy Cottage,4.2,Debit Card,Cash,254,25%,0.07,0.13
DDKH00999,3/16/2010,13:18:58,KH00086,Female,45,Cambodia,Krang Yov,Kandal,Italy,Bari,7,3/22/2010,1,3/23/2010,4,Ivory Safari,4.4,COD,Cash,161,24%,0.07,0.1
